790	3.23144643461e-07
1542	3.23144643461e-07
1646	3.23144643461e-07
1880	3.23144643461e-07
2293	3.23144643461e-07
2568	3.23144643461e-07
2894	3.23144643461e-07
3330	3.23144643461e-07
3503	3.23144643461e-07
3600	3.23144643461e-07
3975	3.23144643461e-07
4250	3.23144643461e-07
4519	3.23144643461e-07
5391	3.23144643461e-07
6067	3.23144643461e-07
7146	3.23144643461e-07
8365	3.23144643461e-07
8883	3.23144643461e-07
9541	3.23144643461e-07
11685	3.23144643461e-07
11748	3.23144643461e-07
12138	3.23144643461e-07
12711	3.23144643461e-07
13459	3.23144643461e-07
13721	3.23144643461e-07
13792	3.23144643461e-07
14121	3.23144643461e-07
14158	3.23144643461e-07
14352	3.23144643461e-07
14370	3.23144643461e-07
14725	3.23144643461e-07
14893	3.23144643461e-07
15445	3.23144643461e-07
16062	3.23144643461e-07
16390	3.23144643461e-07
16394	3.23144643461e-07
16434	3.23144643461e-07
17178	3.23144643461e-07
17400	3.23144643461e-07
17854	3.23144643461e-07
18566	3.23144643461e-07
18638	3.23144643461e-07
18639	3.23144643461e-07
19156	3.23144643461e-07
19183	3.23144643461e-07
19189	3.23144643461e-07
20148	3.23144643461e-07
20452	3.23144643461e-07
21972	3.23144643461e-07
22173	3.23144643461e-07
22804	3.23144643461e-07
22866	3.23144643461e-07
22874	3.23144643461e-07
22907	3.23144643461e-07
22989	3.23144643461e-07
23207	3.23144643461e-07
23873	3.23144643461e-07
23932	3.23144643461e-07
24599	3.23144643461e-07
24874	3.23144643461e-07
25624	3.23144643461e-07
26823	3.23144643461e-07
27379	3.23144643461e-07
27388	3.23144643461e-07
27396	3.23144643461e-07
28721	3.23144643461e-07
30519	3.23144643461e-07
30837	3.23144643461e-07
31197	3.23144643461e-07
31327	3.23144643461e-07
32119	3.23144643461e-07
32877	3.23144643461e-07
33526	3.23144643461e-07
33632	3.23144643461e-07
33975	3.23144643461e-07
34087	3.23144643461e-07
34711	3.23144643461e-07
34771	3.23144643461e-07
35503	3.23144643461e-07
35814	3.23144643461e-07
35889	3.23144643461e-07
36810	3.23144643461e-07
37687	3.23144643461e-07
38278	3.23144643461e-07
39366	3.23144643461e-07
39964	3.23144643461e-07
40112	3.23144643461e-07
40114	3.23144643461e-07
40166	3.23144643461e-07
40457	3.23144643461e-07
40861	3.23144643461e-07
41378	3.23144643461e-07
42170	3.23144643461e-07
42573	3.23144643461e-07
43913	3.23144643461e-07
43992	3.23144643461e-07
43995	3.23144643461e-07
44108	3.23144643461e-07
44374	3.23144643461e-07
44774	3.23144643461e-07
45037	3.23144643461e-07
45060	3.23144643461e-07
45380	3.23144643461e-07
45481	3.23144643461e-07
45939	3.23144643461e-07
46290	3.23144643461e-07
46307	3.23144643461e-07
47081	3.23144643461e-07
47265	3.23144643461e-07
47367	3.23144643461e-07
47436	3.23144643461e-07
47763	3.23144643461e-07
47822	3.23144643461e-07
47836	3.23144643461e-07
48515	3.23144643461e-07
48682	3.23144643461e-07
49570	3.23144643461e-07
49583	3.23144643461e-07
50410	3.23144643461e-07
50450	3.23144643461e-07
50473	3.23144643461e-07
50497	3.23144643461e-07
50596	3.23144643461e-07
50608	3.23144643461e-07
51522	3.23144643461e-07
51691	3.23144643461e-07
52010	3.23144643461e-07
52246	3.23144643461e-07
52296	3.23144643461e-07
52550	3.23144643461e-07
52769	3.23144643461e-07
52771	3.23144643461e-07
53076	3.23144643461e-07
53106	3.23144643461e-07
53270	3.23144643461e-07
53332	3.23144643461e-07
53600	3.23144643461e-07
53683	3.23144643461e-07
53689	3.23144643461e-07
53694	3.23144643461e-07
53948	3.23144643461e-07
54028	3.23144643461e-07
54434	3.23144643461e-07
54695	3.23144643461e-07
54860	3.23144643461e-07
55093	3.23144643461e-07
55174	3.23144643461e-07
55303	3.23144643461e-07
55837	3.23144643461e-07
56618	3.23144643461e-07
56751	3.23144643461e-07
56764	3.23144643461e-07
56968	3.23144643461e-07
57773	3.23144643461e-07
57969	3.23144643461e-07
58510	3.23144643461e-07
60034	3.23144643461e-07
60357	3.23144643461e-07
60383	3.23144643461e-07
60994	3.23144643461e-07
61233	3.23144643461e-07
61897	3.23144643461e-07
62129	3.23144643461e-07
62245	3.23144643461e-07
62387	3.23144643461e-07
62539	3.23144643461e-07
62615	3.23144643461e-07
63308	3.23144643461e-07
63336	3.23144643461e-07
63356	3.23144643461e-07
63387	3.23144643461e-07
63465	3.23144643461e-07
63784	3.23144643461e-07
63799	3.23144643461e-07
64201	3.23144643461e-07
64290	3.23144643461e-07
64322	3.23144643461e-07
64352	3.23144643461e-07
64448	3.23144643461e-07
64618	3.23144643461e-07
64653	3.23144643461e-07
64710	3.23144643461e-07
64838	3.23144643461e-07
64857	3.23144643461e-07
64858	3.23144643461e-07
64863	3.23144643461e-07
64958	3.23144643461e-07
65064	3.23144643461e-07
65131	3.23144643461e-07
65152	3.23144643461e-07
65310	3.23144643461e-07
65339	3.23144643461e-07
65365	3.23144643461e-07
65550	3.23144643461e-07
65675	3.23144643461e-07
65782	3.23144643461e-07
65795	3.23144643461e-07
65823	3.23144643461e-07
65987	3.23144643461e-07
66114	3.23144643461e-07
66327	3.23144643461e-07
66501	3.23144643461e-07
66559	3.23144643461e-07
66596	3.23144643461e-07
66725	3.23144643461e-07
66856	3.23144643461e-07
66988	3.23144643461e-07
67089	3.23144643461e-07
67296	3.23144643461e-07
67360	3.23144643461e-07
67749	3.23144643461e-07
67919	3.23144643461e-07
68078	3.23144643461e-07
68094	3.23144643461e-07
68400	3.23144643461e-07
68880	3.23144643461e-07
69579	3.23144643461e-07
69682	3.23144643461e-07
69838	3.23144643461e-07
69955	3.23144643461e-07
69957	3.23144643461e-07
70241	3.23144643461e-07
70525	3.23144643461e-07
70714	3.23144643461e-07
70790	3.23144643461e-07
70804	3.23144643461e-07
70861	3.23144643461e-07
70969	3.23144643461e-07
70993	3.23144643461e-07
71007	3.23144643461e-07
71011	3.23144643461e-07
71288	3.23144643461e-07
71316	3.23144643461e-07
71351	3.23144643461e-07
71534	3.23144643461e-07
71732	3.23144643461e-07
71759	3.23144643461e-07
71819	3.23144643461e-07
71849	3.23144643461e-07
72001	3.23144643461e-07
72251	3.23144643461e-07
73116	3.23144643461e-07
73141	3.23144643461e-07
73248	3.23144643461e-07
73520	3.23144643461e-07
73620	3.23144643461e-07
73774	3.23144643461e-07
74020	3.23144643461e-07
74050	3.23144643461e-07
74356	3.23144643461e-07
74395	3.23144643461e-07
74411	3.23144643461e-07
74516	3.23144643461e-07
74724	3.23144643461e-07
74764	3.23144643461e-07
74826	3.23144643461e-07
74941	3.23144643461e-07
75017	3.23144643461e-07
75119	3.23144643461e-07
75511	3.23144643461e-07
75785	3.23144643461e-07
75801	3.23144643461e-07
76403	3.23144643461e-07
76774	3.23144643461e-07
76786	3.23144643461e-07
76901	3.23144643461e-07
77294	3.23144643461e-07
77390	3.23144643461e-07
77468	3.23144643461e-07
77597	3.23144643461e-07
77607	3.23144643461e-07
77696	3.23144643461e-07
77804	3.23144643461e-07
78097	3.23144643461e-07
