122,145,156,7146,31192,31197,33975,40112,40114,51522,65152,76153,85471,86043,94173,94498,94807,95380,95391,95428,95798,96407,101291,102534,102918,103266,104232,108466,108495,108512,108747,109034,109987,110202,110491,110939,111305,113092,113388,114404,114441,114729,115272,115552,117080,117095,119161,119207,119350,120383,120799,120945,121181,124371,124613,125165,125260,125551,125596,125620,125968,126180,126487,126667,127265,127272,128255,128664,128981,130059,130068,130509,130800,131143,139305,139881,142081,142560,143242,143596,143633,143658,143668,143700,143710,143793,144514,145362,145429,145600,145631,145658,145666,145678,146462,146531,146600,146626,146841,146916,147109,147186,147226,147268,147287,148053,148090,148131,148462,148589,148978,150453,150962,151138,152304,152324,152336,152352,153355,155143,158630,159427,160083,160112,161028,161124,161318,161556,162172,163100,163108,163121,166929,166969,167027,167175,167627,167734,167761,167851,168289,168291,168533,168551,168570,168582,168599,168638,168980,169763,172891,173028,173083,173748,173841,173987,174035,174194,174252,174394,174696,174697,175107,176211,176222,176423,176877,177927,177939,177950,178088,178367,181238,181841,183368,188609,191570,191754,191949,192685,192734,193275,193389,194292,194862,194871,194881,194888,194902,194912,194930,194946,195183,195238,195266,203126,203190,203233,203555,204692,205031,205057,218014
78.7647876881,73.3044997639,74.5247997895,25.9223017496,41.4853970485,36.8357341781,61.5702757357,36.2374365362,37.7345070685,38.2817301085,64.071312013,71.091901779,13.1878494265,71.0081601349,88.1008174302,23.3510165079,71.5957571403,74.5952450891,78.1969584438,71.5624950812,23.4218503882,24.8583740634,22.7552897589,79.6120675674,68.9862170413,81.0555737112,90.7198944572,77.4563520725,78.3753927564,72.7262596585,72.1601436845,23.8913366327,25.1158393747,24.084921735,25.9746956415,24.1741202711,82.0121000053,67.2899047253,72.451270461,18.618113918,23.6022863511,21.8614106609,17.191041732,17.8939654827,77.6666037737,90.4090678578,17.3865964922,18.035036681,19.8947584492,18.5024216262,79.1370356206,79.4785408437,17.0905596093,73.8620934459,20.1756602581,13.9134281982,68.4678141394,75.3508162214,77.5320199638,13.0337608201,21.00312496,74.4162782752,66.5073250289,74.9279558282,76.1513485513,78.8178859168,77.3717091417,71.6106674346,71.3815833084,26.7098504267,25.653649002,19.8700597438,18.3674798119,22.3451252621,91.696034189,87.652069575,24.5767485279,24.7698719894,19.5778120702,88.5483635289,76.0201067269,79.0495837932,77.1990250956,80.2511438167,77.2145659749,13.7672039222,71.4129406544,94.4376897155,40.8730960714,89.4743715141,89.0627850566,85.0764204297,87.1224124716,88.5960936785,17.0586195017,17.3351004136,18.2983310139,18.1297672463,13.6663554765,18.9309074458,80.7647284068,73.3906958099,69.6432148618,68.5556943724,75.2299810539,65.725816086,75.2435340775,75.5789736883,16.9590591162,78.7769237996,57.460387515,23.5979255426,23.8583175687,17.0195275955,69.7513309935,69.3575943509,73.1167037211,71.3759693936,70.5065479719,57.3856818156,18.9627786416,19.4000924332,71.6481476586,62.9676807544,57.9916655884,23.7204724246,60.8864581595,26.0377036859,20.7797033976,56.7804707915,63.8849103514,63.8088161231,70.0743464205,75.9943330953,79.6410097344,76.0532098215,90.8846712983,69.4649770715,70.6927416275,74.0402757853,68.0898708325,62.8874283471,19.8489923539,22.0504569152,21.5881348246,21.7570661583,22.1214921128,23.3488732678,23.2375361571,57.44947864,75.3217157868,70.1849593022,69.9966778641,22.6118676482,38.1017419047,75.9154099614,39.488717669,36.4736696072,36.4835627469,19.860526481,90.0517231642,77.8374725996,68.2553015569,70.583312647,70.5470963725,12.8627124186,19.568191273,26.4243478174,34.9817426092,35.3509792907,22.5790212495,55.0675996763,13.4309144201,13.3933662174,72.5872681879,86.5729379696,36.9741940156,27.6791918499,35.3967382781,70.0229598766,73.6899345257,66.4912270745,78.840207889,72.4291939757,16.8027509869,16.193856401,15.5706902305,15.6285291682,15.340981088,17.2502018239,15.5217935085,14.7633388684,67.9677565292,59.1703543861,74.5486480536,16.6010879575,78.257083126,71.891305643,63.472765328,67.5357658922,79.5488913764,78.572283399,81.7306830571
